birthDateDay,birthDateMonth,birthDateYear,bodytype,cats,childrenHave,childrenWant,diet,dogs,drinking,drugs,educationModifier,educationValue,gender,heightCm,locationCountryCode,locationFormatted,monogamous,orientation,religionModifier,religionValue,sign,smoking,status,username,weed
25,7,1973,a_little_extra,,,,,,socially,,,,man,183,tw,chang-hua,,straight,,,leo,yes,single,4uintw,
18,12,1981,average_build,,doesnt_have,wants,omnivore,,not_at_all,never,,university,woman,157,tw,taipei,monogamous,straight,but_its_not_important,christianity,sagittarius,no,single,520istrue,
2,8,1989,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,6bluesunshine6,
27,10,1971,average_build,,doesnt_have,,,,socially,never,,university,woman,0,tw,taipei,monogamous,straight,,atheism,scorpio,no,single,6thavenue,
18,5,1976,,,doesnt_have,,,,,never,,,woman,0,tw,tai-chung-shih,,straight,,,taurus,no,single,78421tw,
14,11,1989,,,,,,,,,,,man,0,tw,chang-hua,,straight,,,,,single,7hao,
3,3,1994,,,doesnt_have,,,,socially,never,working_on,university,woman,155,tw,taipei,monogamous,straight,,,pisces,no,single,89248,
4,9,1977,average_build,,,,,,socially,never,,university,woman,0,tw,taipei,monogamous,straight,,,virgo,no,single,9refresh,
4,6,1992,thin,,,,,,,never,working_on,university,man,173,tw,taipei,,straight,,,,,single,_____adam______,
1,12,1988,fit,,,,omnivore,,socially,,,,man,181,tw,taipei,,straight,,,sagittarius,no,single,_blaze_,
19,11,1985,,,,,,,,never,,,woman,0,tw,ta-peng-san-tsun,,straight,,,,,single,_o_mathilde,
13,8,1988,,,,,,,,,,,man,0,tw,ta-lin-tsun,,straight,,,,,single,a-pen,
2,7,1993,,,,,,,,,,,man,175,tw,tsai-kung-hsiang,,straight,,,,,single,a00151500,
10,10,1987,,,,,,,,never,,,man,0,tw,,,straight,,,,,single,a007-rock,
7,10,1986,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,a0710,
30,5,1992,,,,,,,,,,,man,0,tw,tsai-kung-hsiang,,straight,,,,,single,a0986586725,
22,3,1992,average_build,,,,,,socially,never,,,man,176,tw,chen-hsi-li,,gay,,,aries,yes,single,a44455566,
15,12,1988,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,a5121231,
2,1,1992,thin,,doesnt_have,,omnivore,,not_at_all,never,,,woman,0,tw,kao-hsiung-ka,,straight,,,,no,single,a6519099,
2,1,1997,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,a7500200013,
4,9,1998,,,,,,,,,,high_school,woman,160,tw,tai-chung-shih,,straight,,,,,single,a87124,
16,11,1971,a_little_extra,,doesnt_have,,omnivore,,socially,never,,post_grad,man,177,tw,tai-chung-shih,monogamous,straight,and_laughing_about_it,atheism,scorpio,no,single,a_life_aquatic,
29,12,1995,,,,,,,,never,,,woman,0,tw,chiu-tso-tzu,,straight,,,,,single,aaaaaannaaaaaa,
14,5,1994,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,aaaaannnnnn,
31,3,1981,,,,,,,,never,,,woman,0,tw,hsin-chu,,straight,,,,,single,aappk,
4,4,1992,,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,,single,aarin_taco,
1,1,1985,fit,,doesnt_have,wants,omnivore,,socially,sometimes,,university,man,170,tw,tai-chung-shih,,straight,,other,,sometimes,single,aaron1219,
30,12,1979,fit,,,,,,,never,,,man,0,tw,ssu-kuai-tso,,straight,,,,no,single,aaronthebestbest,
27,1,1998,,,,,,,,never,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,aas87127tw,
1,10,1987,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,abas1_taco,
28,11,1991,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,abbey_leee,
7,7,1991,fit,,doesnt_have,might_want,halal,,not_at_all,never,working_on,university,man,188,tw,taipei,monogamous,straight,,,,no,single,abbeyzv,
24,10,1996,,,,,,,socially,never,,university,woman,155,tw,kao-hsiung-ka,,straight,,,,no,single,abbiewu1024,
4,9,1987,,,,,,,,never,,,woman,0,tw,chiao-lin-li,,straight,,,,,single,abby-cheng,
11,10,1976,fit,has_cats,doesnt_have,,omnivore,has_dogs,socially,never,,university,woman,162,tw,taipei,monogamous,straight,,,,no,single,abby101176,
9,10,1978,fit,,doesnt_have,,,,not_at_all,never,,university,woman,158,tw,taipei,,straight,,,libra,no,single,abby257,
22,2,1981,rather_not_say,,,,,,,never,,,woman,155,tw,kao-hsiung-ka,,straight,and_its_important,christianity,,,single,abbychen,
12,12,1990,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,no,single,abbyend,
19,1,1998,fit,,doesnt_have,,,,,never,working_on,university,woman,168,tw,hsieh-ho,,straight,,,,no,single,abbypc,
27,1,1993,,has_cats,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,abbypei,
2,11,1996,fit,,,,,,socially,never,,university,woman,171,tw,kao-hsiung-ka,,straight,,,,no,single,abbytsai123,
27,9,1980,,,,,,,,,,,woman,167,tw,chi-lung,,straight,,,,,single,abbywhy,
7,4,1986,average_build,,,,,,socially,never,,university,woman,167,tw,taipei,,straight,,,aries,no,single,abcd1234athecat,
5,11,1992,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,abe55132,
1,3,1993,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,abeeeeeeeee0301,
11,6,1969,,,,,,,,,,,man,0,tw,,,straight,,,,,single,abelmix_great,
21,7,1971,,,,,,,socially,never,,,woman,168,tw,taipei,monogamous,straight,,,,no,single,abigail0730,
29,3,1987,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,abraham_lim,
7,5,1979,fit,,,,,,socially,never,,,man,183,tw,taipei,,straight,,,,no,single,acalone,
22,4,1985,,,,,,,socially,,,,man,176,tw,taipei,,straight,,,taurus,,single,aceuphisleev,
25,1,1982,,,doesnt_have,,,,not_at_all,never,,post_grad,woman,164,tw,taipei,monogamous,straight,,,aquarius,no,single,aclin,
3,10,1983,curvy,,doesnt_have,,,,socially,never,,university,woman,150,tw,taipei,monogamous,straight,,,libra,no,single,ada7210,
30,8,1994,,,doesnt_have,,,,,never,,,woman,151,tw,taipei,,straight,,,,no,single,adad404070599,
29,5,1975,,has_cats,doesnt_have,might_want,,,socially,never,,,woman,0,tw,taipei,,straight,,christianity,gemini,no,single,adaline-29,
3,12,1990,fit,,,,,,,,,,man,120,tw,lung-shan,,straight,,,,,single,adam123adam123ad,
29,12,1972,,,,,,,,never,,,man,0,tw,feng-tung-shih,,straight,,,,,single,adamhouse,
9,7,1984,average_build,,doesnt_have,wants,,,socially,,,university,man,175,tw,taipei,monogamous,straight,,atheism,,,single,adaminamada,
15,8,1960,average_build,,has,doesnt_want,,has_dogs,socially,never,,university,woman,163,tw,taipei,,straight,,,leo,,single,adashih,
1,5,1969,fit,has_cats,doesnt_have,might_want,omnivore,,socially,,,university,man,178,tw,taipei,,straight,,,,no,single,adchuckle,
21,3,1984,average_build,has_cats,doesnt_have,might_want,omnivore,,socially,never,,university,man,173,tw,taipei,,straight,,,aries,no,single,addbow,
10,1,1984,,,,,,,,never,,,woman,0,tw,chiu-hsiung-chiao,,straight,,,,,single,adiliang,
11,10,1989,fit,,,,,,socially,never,,,man,184,tw,,,straight,,,,no,single,adjem80,
19,10,1991,,,doesnt_have,might_want,,has_dogs,often,never,,university,woman,162,tw,,,straight,,catholicism,libra,no,single,adorablemj,
13,6,1984,,,doesnt_have,doesnt_want,omnivore,,not_at_all,,,post_grad,woman,160,tw,taipei,,gay,,,gemini,no,single,adornofangirl,
20,7,1976,thin,,doesnt_have,wants,,,socially,,,university,man,188,tw,tai-chung-shih,,straight,,atheism,cancer,no,single,adriaanw,
16,9,1983,average_build,,doesnt_have,,,,socially,,,,man,175,tw,chien-cheng,,straight,,,,no,single,adventurer919,
30,9,1983,overweight,,doesnt_have,might_want,,has_dogs,socially,never,,university,woman,157,tw,tu-tzu-tou,monogamous,straight,,,libra,no,single,adycarol,
29,8,1985,,has_cats,doesnt_have,wants,omnivore,,often,never,,university,woman,0,tw,yung-ho,monogamous,straight,,other,virgo,no,single,adzukiwei,
23,6,1981,curvy,,,wants,vegetarian,has_dogs,socially,never,,,woman,161,tw,tai-chung-shih,,straight,,catholicism,cancer,no,single,aelanbelle,
5,2,1992,,,,,,,,never,,,man,0,tw,yan-lin,,straight,,,,,single,aex1019,
1,1,1976,fit,,,,,,,never,,,man,188,tw,taipei,,straight,,,,,single,afgreyhtrgh,
27,4,1989,,,,,,,often,,,university,woman,0,tw,taipei,,straight,,,,,single,afo02e,
10,9,1989,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,,,single,afrading,
6,8,1986,,,,,,,,,,,man,0,tw,,,straight,,,,,single,africanboycute,
20,8,1990,thin,,,,,,,,,,man,185,tw,tai-chung-shih,,straight,,,,,single,afryshortofa,
17,11,1982,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,agggieee,
15,6,1979,overweight,,doesnt_have,wants,,,socially,never,,,woman,0,tw,taipei,monogamous,straight,,,gemini,yes,single,aguis615,
12,8,1990,fit,,,,,,socially,never,,university,man,183,tw,hsiu-lang,,straight,,,,no,single,ai10nelson,
10,3,1981,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,aiannatheangel,
5,10,1987,average_build,,,,,,socially,never,,university,man,168,tw,hsin-chu,,straight,,,,no,single,aiden-teng,
15,8,1985,,,,,,,,never,,,man,0,tw,tai-chung-shih,,straight,,,,,single,aidinred,
3,3,1980,thin,,has,,,,,never,,university,woman,160,tw,taipei,,straight,,,pisces,no,single,ailisia,
13,5,1982,,,,,,,,never,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,ailsayj,
29,2,1996,fit,,doesnt_have,might_want,,has_dogs,socially,never,dropped_out_of,university,woman,161,tw,taipei,monogamous,straight,,,,no,seeing_someone,aini0229,
5,11,1987,,,,,,,,,,,woman,0,tw,feng-shan,,straight,,,,,single,airenefromspace,
28,3,1978,fit,,doesnt_have,doesnt_want,,,socially,,dropped_out_of,post_grad,woman,0,tw,taipei,,straight,,,,no,single,airheadvera,
30,4,1989,,,,,,,,,,,man,0,tw,,,straight,,,,,single,airmax369,
7,1,1994,fit,,,,,,socially,,,university,man,183,tw,kao-hsiung-ka,monogamous,straight,and_laughing_about_it,other,,yes,single,aituwan,
3,3,1988,fit,,,,,,,never,,,man,167,tw,taipei,,straight,,,,,single,ajaysingh11,
10,3,1990,,,doesnt_have,,,,socially,never,,post_grad,man,178,tw,taipei,,straight,,agnosticism,pisces,,single,ak_bklyn,
10,3,1981,thin,,,,,,,never,,two_year_college,woman,152,tw,tai-chung-shih,monogamous,straight,,,pisces,no,single,akico-lo,
2,9,1985,,,,,,,,,,,man,0,tw,lu-tsun,,straight,,,,,single,akim465,
22,2,1992,fit,,,,,,,never,,university,man,172,tw,,,straight,,hinduism,,,single,akkiimania,
24,12,1983,curvy,has_cats,has,doesnt_want,omnivore,has_dogs,socially,never,dropped_out_of,two_year_college,woman,155,tw,kuei-hou,,straight,,buddhism,capricorn,sometimes,open_relationship,akosijoyce,
14,3,1987,,,,,,,,,,,man,0,tw,hsin-chu,,straight,,,,,single,aksahu_taco,
8,11,1985,,,,,,,socially,,,,man,0,tw,taipei,,straight,,,,no,single,alan1108,
14,12,1992,,,,,,,,never,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,alanbryan,
9,5,1989,,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,yes,single,alanchangthecat,
5,11,1962,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,alansdarry,
9,8,1976,average_build,,,,,,socially,never,,university,man,164,tw,taipei,,straight,,christianity,leo,no,single,alberthsu,
28,1,1997,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,albertshaw,
10,9,1992,,,,,,,,,,,man,0,tw,taipei,,straight,,,,no,single,alex11112_taco,
4,4,1997,,,,,,,,never,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,alexander1404,
29,9,1989,a_little_extra,,doesnt_have,doesnt_want,,,socially,never,,university,man,180,tw,kao-hsiung-ka,,straight,but_its_not_important,atheism,libra,no,single,alexguo5566,
26,3,1992,thin,,,,omnivore,,socially,never,working_on,post_grad,man,182,tw,taipei,,straight,,,aries,no,single,alexleech,
21,3,1982,,,,,,,,never,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,alexsky123,
25,12,1985,,,,,,has_dogs,,never,,,man,0,tw,taipei,,straight,,,,,single,alfielin,
13,8,1983,,,doesnt_have,,,,socially,,,post_grad,man,168,tw,taipei,,straight,,,,,single,alfiesinger,
28,3,1983,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,alialicehuang,
29,11,1996,,,,,,,not_at_all,never,,,woman,0,tw,tai-chung-shih,,straight,,,,no,single,alice682376,
8,11,1998,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,alice_1010,
4,8,1994,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,alicechen0804,
21,6,1992,,,,,,,,,,,woman,0,tw,hou-lung-tzu,,straight,,,,,single,ponnzzyy,
10,1,1986,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,and_its_important,buddhism,libra,no,single,alicelibra,
2,3,1987,,,doesnt_have,wants,,,socially,never,,university,woman,0,tw,,,straight,,,,no,single,alicepear,
15,7,1980,,,,,,,,,,,woman,0,tw,hsiu-lang,,straight,,,,,single,aliceroos,
7,5,1988,thin,,,,vegetarian,,socially,never,,university,woman,158,tw,taipei,,straight,,,taurus,no,single,alicewu340,
30,10,1977,,,,,,,socially,never,,,woman,0,tw,kao-hsiung-ka,,straight,,,,no,single,aliceyangthecat,
1,4,1990,curvy,,,,,,,,,post_grad,woman,173,tw,taipei,,straight,,,aries,,single,aliceyellow,
20,2,1988,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,alicia77220,
2,12,1986,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,sagittarius,,single,aliciainhouse,
1,1,1985,,,,,,,socially,,,university,woman,162,tw,hsin-chu,,straight,,,,no,single,alicialeethecat,
17,4,1993,,,,,,,socially,never,,,woman,0,tw,taipei,,straight,,,aries,no,single,alinanan,
1,5,1984,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,alisamba,
5,9,1989,fit,,doesnt_have,wants,,,socially,,,university,woman,166,tw,ting-chiao,,straight,,christianity,,no,single,alison_chen_27,
7,5,1986,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,alisonworld,
1,11,1985,fit,,,,omnivore,,socially,never,working_on,university,man,0,tw,ying-ch,,straight,,,scorpio,sometimes,single,alivefreedom,
17,11,1970,average_build,,doesnt_have,doesnt_want,,has_dogs,socially,never,,university,woman,168,tw,taipei,,straight,,,scorpio,no,open_relationship,alka2016,
2,7,1992,fit,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,,single,allan1010,
11,2,1995,,,doesnt_have,,omnivore,,,,dropped_out_of,university,man,0,tw,feng-shan,,straight,but_its_not_important,atheism,aquarius,sometimes,single,allan31770,
23,4,1987,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,allenchien,
21,3,1992,fit,,,might_want,,,socially,never,,post_grad,man,173,tw,taipei,,straight,,,aries,no,single,allenleethecat,
17,3,1994,,,,,,,,,,,man,176,tw,tai-chung-shih,,straight,,,,,single,allentai,
3,11,1966,,,,,,,socially,never,,university,man,0,tw,taipei,,straight,,,scorpio,,single,allenyj,
12,8,1992,,,,,,,socially,never,working_on,university,woman,0,tw,kao-hsiung-ka,,straight,,atheism,leo,no,single,allison_wu,
19,1,1991,,,,,,,,never,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,allisonchien,
23,8,1988,overweight,,,,,,socially,never,,,woman,153,tw,pan-ping-tso,,straight,,,leo,sometimes,single,allyhsu,
1,12,1963,average_build,,,,vegetarian,,not_at_all,never,,,woman,162,tw,taipei,monogamous,straight,,,sagittarius,no,single,almaalva,
13,8,1975,,,,,,,,,,,man,0,tw,chih-kan-lou,,straight,,,,,single,alqlion,
5,9,1974,average_build,,,,omnivore,,socially,never,,university,woman,0,tw,taipei,,straight,,,virgo,no,single,alston990,
8,4,1989,curvy,,doesnt_have,doesnt_want,omnivore,,socially,never,,university,woman,157,tw,taipei,,straight,,atheism,aries,no,single,always-lost-tx,
31,12,1982,average_build,,doesnt_have,wants,omnivore,,socially,never,,post_grad,woman,165,tw,taipei,,straight,,,leo,no,single,alwayssweety,
29,7,1982,,,,,,,socially,never,,post_grad,woman,0,tw,tai-chung-shih,,straight,,,,no,single,alywilliam,
5,6,1980,overweight,has_cats,doesnt_have,,omnivore,,socially,never,,two_year_college,woman,165,tw,taipei,,straight,,,gemini,no,single,amandaamarilla,
17,6,1993,overweight,,doesnt_have,wants,omnivore,,socially,never,working_on,university,woman,165,tw,taipei,monogamous,straight,,,gemini,no,single,amandalu617,
25,7,1975,average_build,,doesnt_have,doesnt_want,omnivore,,socially,never,,university,woman,164,tw,,,straight,,other,leo,no,single,amandapersue,
3,8,1980,fit,,,might_want,omnivore,,socially,never,,,woman,158,tw,taipei,,straight,,,,,single,amandawutaipei,
13,1,1989,,,,,,,,never,,,woman,156,tw,taipei,,straight,,,,,single,amandylee,
18,4,1981,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,aries,no,single,amaranthine6,
24,7,1983,fit,,doesnt_have,might_want,,,socially,never,,post_grad,woman,160,tw,taipei,monogamous,straight,,,leo,no,single,amay724,
3,4,1994,,,doesnt_have,,,,socially,never,,university,woman,0,tw,ling-tou,,straight,,,,no,single,amber_hi_43,
25,3,1998,,,,,,,,,,,woman,0,tw,chiu-po-kou,,straight,,,,,single,amberbaby35612,
14,11,1989,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,amberfang,
8,8,1986,,,doesnt_have,might_want,,has_dogs,often,never,,university,woman,165,tw,taipei,,straight,,buddhism,leo,yes,single,amberfang0808,
23,9,1986,,has_cats,,,,has_dogs,,never,,,woman,0,tw,,,straight,,,,,single,amberhsu923,
10,10,1992,,has_cats,,,,has_dogs,socially,never,,,woman,0,tw,hsin-chu,,straight,,,,no,single,amberhuang,
20,11,1991,,,,,,,,,,,woman,164,tw,hou-lung-tzu,,straight,,,scorpio,,seeing_someone,amberki1120,
31,7,1976,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,amberlin731,
23,6,1980,,,,,,,,never,,post_grad,woman,160,tw,chien-kung-hsin-tsun,,straight,,,,no,single,amberliu530,
18,8,1979,,,,,,,,,,,woman,0,tw,hsing-ya,,straight,,,,,single,ambertrishumay,
15,6,1998,overweight,,doesnt_have,,,,not_at_all,never,,high_school,woman,155,tw,pu-chien,,straight,but_its_not_important,buddhism,gemini,no,single,amberyucp,
20,11,1981,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,single,ambreeeeeeeeee,
7,3,1976,,,doesnt_have,might_want,,,,,,university,man,180,tw,,,straight,,christianity,,,single,americanteach,
1,8,1980,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,amersha,
3,11,1981,rather_not_say,,doesnt_have,,,,socially,,,university,woman,168,tw,tai-chung-shih,monogamous,straight,,,scorpio,sometimes,single,amiiokcupid,
7,5,1994,average_build,has_cats,,,,,socially,never,,post_grad,woman,165,tw,lung-shan,monogamous,bisexual,,,taurus,yes,single,aminaaz,
2,11,1969,thin,,,,omnivore,,socially,never,,,woman,160,tw,taipei,monogamous,straight,,,scorpio,no,single,amiw333,
1,5,1976,thin,,,,,,socially,,,,man,178,tw,taipei,,straight,,,taurus,no,single,amongstthetreez,
23,8,1981,,,,,,,,,,,woman,0,tw,hsin-chu,,straight,,,,,single,amor23thecat,
1,7,1984,,,doesnt_have,wants,,,not_at_all,never,,university,man,0,tw,,,straight,,islam,,no,single,amr3335,
12,8,1990,,,,,,,,,,,man,0,tw,hsin-chu,,straight,,,,,single,amrooooo26,
14,9,1987,average_build,,doesnt_have,wants,,,,never,,post_grad,woman,0,tw,taipei,,straight,,,,no,single,amy0914,
20,12,1997,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,amy80124,
21,6,1995,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,amy_0621,
25,5,1981,curvy,,,,,,socially,,,university,woman,170,tw,taipei,,straight,,agnosticism,gemini,yes,single,amychang-taiwan,
19,4,1958,a_little_extra,,doesnt_have,doesnt_want,,,not_at_all,never,dropped_out_of,two_year_college,woman,168,tw,taipei,monogamous,straight,,,aries,no,single,amyhseu,
28,6,1989,full_figured,,,,,,socially,never,,university,woman,175,tw,liu-chang-li,monogamous,straight,,,,,single,amyjokesintp,
29,6,1975,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,amyljj,
23,12,1992,,,,,,,,never,,,woman,0,tw,chien-cheng,,straight,,,,no,single,amylo09,
5,10,1993,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,amysoq,
18,1,1966,,,,,,,,never,,,woman,0,tw,hung-nan-li,,straight,,,,,single,amywu-o-matic,
28,2,1976,thin,,doesnt_have,wants,,,,,,university,man,173,tw,chiu-po-kou,,straight,,,pisces,,single,an_anonymoussss,
27,10,1976,,,doesnt_have,might_want,,,socially,never,,post_grad,man,0,tw,taipei,,straight,,,,no,single,anan2016,
21,4,1983,,,,,,,,,,,woman,0,tw,hsin-chu,,straight,,,,,single,anaprinces21,
18,3,1983,fit,,doesnt_have,,,has_dogs,socially,never,,university,man,183,tw,hsing-ya,,straight,,,pisces,no,single,anbarc,
7,11,1990,,,,,,,,never,,university,woman,160,tw,taipei,,straight,,,,no,single,anc102,
27,4,1985,,,,,,,,,,,man,0,tw,yan-lin,,straight,,,,,single,and8585,
15,2,1986,fit,,,,,,,,,,man,0,tw,,monogamous,straight,,,,,single,anderson11111111,
17,11,1989,fit,,,might_want,,,socially,never,,university,man,183,tw,ping-tung,,straight,,atheism,scorpio,sometimes,single,andlie111,
13,4,1970,,,,,,,,never,,,man,0,tw,tao-yan,,straight,,,,,single,andre_cl,
22,6,1985,,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,,single,andreas_li,
14,10,1988,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,andreataipei,
17,11,1980,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,seeing_someone,andreatsai168,
18,4,1977,average_build,,doesnt_have,,omnivore,,not_at_all,never,,university,man,173,tw,taipei,monogamous,straight,,catholicism,aries,no,single,andreschang,
28,10,1980,fit,,,,,,,,,,man,180,tw,taipei,monogamous,straight,,,,,single,andrew_lipus,
25,8,1994,fit,,,,,,socially,never,working_on,university,man,182,tw,nan-tzu,,straight,but_its_not_important,christianity,virgo,no,single,andrewlie,
9,6,1983,,,,,,,socially,never,,university,man,180,tw,tai-chung-shih,,straight,,,gemini,sometimes,single,andrewzhu,
30,9,1980,,,,,,,,never,,,man,0,tw,tai-chung-shih,,straight,,,,,single,andy09a30b,
23,8,1967,average_build,has_cats,has,,,,not_at_all,never,,university,man,161,tw,chang-hua,monogamous,straight,,buddhism,virgo,no,single,andy7643,
8,5,1985,average_build,,doesnt_have,doesnt_want,,,socially,never,,post_grad,man,180,tw,taipei,,straight,and_laughing_about_it,agnosticism,taurus,no,single,andyfromtheuk,
16,4,1996,,,,,,,,never,,,man,0,tw,ping-tso,,straight,,,,,single,andylin_taco,
6,3,1989,average_build,,doesnt_have,,omnivore,,socially,never,,university,man,181,tw,tai-chung-shih,monogamous,straight,,atheism,,no,single,andyoconn,
22,6,1991,fit,,has,,,,socially,never,,,woman,163,tw,chung-li,monogamous,straight,,catholicism,cancer,no,single,anechkasarie,
17,11,1995,average_build,,,,omnivore,,socially,never,working_on,university,woman,165,tw,taipei,monogamous,straight,,christianity,scorpio,no,single,angel07041117,
6,9,1987,average_build,has_cats,,,,,,never,,university,woman,162,tw,taipei,,straight,,,,no,single,angel_didi,
10,4,1984,,,,,,has_dogs,socially,never,,,woman,0,tw,kao-hsiung-ka,,straight,,,aries,no,single,angela0410thecat,
21,12,1981,,,doesnt_have,might_want,,has_dogs,not_at_all,never,,two_year_college,woman,160,tw,tao-yan,,straight,,,sagittarius,no,single,angela_ho21,
31,7,1978,average_build,,doesnt_have,might_want,omnivore,,socially,never,,post_grad,woman,165,tw,taipei,monogamous,straight,,,leo,no,single,angelakao,
19,1,1988,curvy,,,,,,socially,,,,woman,165,tw,taipei,monogamous,straight,,,,no,single,angelakiki,
3,12,1985,,,,,,,,never,,,woman,158,tw,taipei,,straight,,,,,single,angelalac,
6,12,1988,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,angelamindy,
7,12,1994,,,,,,,,never,working_on,university,woman,0,tw,taipei,monogamous,straight,,,,no,single,angelusssycl,
23,3,1982,,,,,,,socially,,,,woman,0,tw,taipei,,straight,,,,no,single,angelyeh23,
29,2,1984,thin,,doesnt_have,might_want,,,socially,never,,post_grad,woman,158,tw,taipei,,straight,,,pisces,no,single,angie0229,
15,9,1986,,,,,,,,never,,,woman,0,tw,hsin-chu,,straight,,,,,single,angiehrw,
19,5,1968,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,angiehsieh,
15,2,1984,,,,,,,,never,,,woman,0,tw,shih-chia,,straight,,,,,single,angiemine15,
14,6,1985,thin,has_cats,doesnt_have,,,,socially,,,post_grad,woman,169,tw,taipei,,straight,,,gemini,,single,angiewang01,
25,4,1987,fit,,,,,,,,,,man,183,tw,taipei,,straight,,,,no,single,angusku,
